password_reuse,password_strength,password_change_freq,mfa_usage,click_unknown_links,verify_sender,report_suspicious_email,past_phishing_victim,training_completion,training_engagement,device_type,public_wifi_usage,unknown_usb_usage,social_media_oversharing,screen_lock_habit,credential_sharing,department,risk_level
Always,Simple (name/birthdate/common word),Rarely,Never,Never,Never,Report to IT/Security,More than once,"Yes, recently (within 6 months)",Attend but forget,Company-issued & managed,Frequently,Only after scanning it,Occasionally,Sometimes,Never,Operations,Moderate
Always,Simple (name/birthdate/common word),Rarely,Sometimes,Never,Never,Report to IT/Security,Never,"Yes, but over a year ago",Skip when possible,Personal device (BYOD),Frequently,Only after scanning it,Occasionally,Never,Occasionally,Sales & Marketing,High
Always,Simple (name/birthdate/common word),Never,Always,Sometimes,Never,Open it to check,More than once,"Yes, but over a year ago",Skip when possible,Personal device (BYOD),Never,Never,Occasionally,Never,Occasionally,Other,High
Often,Simple (name/birthdate/common word),Rarely,Always,"Yes, likely",Never,Ignore it,More than once,Never,Attend but forget,Shared/public device,Frequently,"Yes, if it looks harmless",Occasionally,Never,Once,Finance,Severe
Always,Simple (name/birthdate/common word),Rarely,Never,"Yes, likely",Never,Open it to check,More than once,Never,Skip when possible,Shared/public device,Frequently,"Yes, if it looks harmless",Frequently,Never,Occasionally,Other,Severe
Never,"Long & random (12+ chars, mixed)",Every 6-12 months,Never,Never,Never,Open it to check,More than once,"Yes, recently (within 6 months)","Very seriously, apply what I learn",Company-issued & managed,Never,Never,Never,Always,Never,Other,Low
Never,"Long & random (12+ chars, mixed)",Rarely,Never,Rarely,Always,Ignore it,More than once,"Yes, but over a year ago",Skip when possible,Shared/public device,Frequently,Never,Frequently,Always,Once,Other,High
Never,Medium (word + numbers),Rarely,Always,Never,Sometimes,Report to IT/Security,Once,"Yes, recently (within 6 months)","Very seriously, apply what I learn",Company-issued & managed,Never,"Yes, if it looks harmless",Frequently,Always,Never,HR,Low
Never,"Long & random (12+ chars, mixed)",Rarely,Always,Never,Sometimes,Ignore it,Once,"Yes, but over a year ago","Very seriously, apply what I learn",Shared/public device,Rarely,Never,Never,Always,Once,Other,Low
Never,"Long & random (12+ chars, mixed)",Every 6-12 months,Sometimes,Sometimes,Never,Open it to check,Never,"Yes, recently (within 6 months)","Very seriously, apply what I learn",Company-issued & managed,Never,Never,Never,Always,Never,Operations,Low
Never,"Long & random (12+ chars, mixed)",Every 6-12 months,Always,Never,Never,Report to IT/Security,Never,"Yes, but over a year ago",Skip when possible,Personal device (BYOD),Never,Never,Occasionally,Always,Once,IT,Low
Sometimes,"Long & random (12+ chars, mixed)",Every 1-3 months,Never,Rarely,Always,Report to IT/Security,Never,"Yes, but over a year ago","Very seriously, apply what I learn",Shared/public device,Never,Never,Never,Sometimes,Once,Sales & Marketing,Low
Never,Simple (name/birthdate/common word),Every 6-12 months,Sometimes,Never,Always,Report to IT/Security,Once,"Yes, recently (within 6 months)","Very seriously, apply what I learn",Shared/public device,Never,"Yes, if it looks harmless",Never,Sometimes,Once,Operations,Low
Always,Medium (word + numbers),Never,Always,Rarely,Always,Ignore it,Never,"Yes, recently (within 6 months)",Attend but forget,Company-issued & managed,Never,Never,Never,Never,Once,IT,Moderate
Often,Medium (word + numbers),Never,Never,"Yes, likely",Never,Ignore it,Never,Never,Skip when possible,Shared/public device,Never,"Yes, if it looks harmless",Never,Never,Never,IT,Moderate
Never,Medium (word + numbers),Every 6-12 months,Never,"Yes, likely",Never,Report to IT/Security,Once,Never,"Very seriously, apply what I learn",Shared/public device,Never,Never,Occasionally,Always,Once,IT,Moderate
Always,Simple (name/birthdate/common word),Never,Never,"Yes, likely",Never,Open it to check,Once,Never,Skip when possible,Shared/public device,Frequently,"Yes, if it looks harmless",Frequently,Never,Occasionally,Sales & Marketing,Severe
Never,"Long & random (12+ chars, mixed)",Every 6-12 months,Sometimes,,Never,Delete it,More than once,Never,Attend but forget,Personal device (BYOD),Never,Only after scanning it,Never,Always,,Finance,Low
Often,Simple (name/birthdate/common word),Rarely,Never,Never,Never,Delete it,Once,"Yes, but over a year ago","Very seriously, apply what I learn",Company-issued & managed,Never,Only after scanning it,Never,Never,Never,Sales & Marketing,Moderate
Never,"Long & random (12+ chars, mixed)",Every 6-12 months,Always,Never,Always,Report to IT/Security,Once,"Yes, recently (within 6 months)",Attend but forget,Company-issued & managed,Never,Never,Never,Always,Never,HR,Low
Always,Simple (name/birthdate/common word),Rarely,Never,"Yes, likely",Sometimes,Ignore it,Once,Never,Skip when possible,Personal device (BYOD),Rarely,"Yes, if it looks harmless",Frequently,Never,Once,Other,High
Sometimes,"Long & random (12+ chars, mixed)",Rarely,Always,"Yes, likely",Sometimes,Report to IT/Security,Once,Never,Attend but forget,Shared/public device,Never,"Yes, if it looks harmless",Frequently,Never,Occasionally,Operations,Moderate
Often,Medium (word + numbers),Never,Never,Sometimes,Always,Ignore it,Never,Never,Skip when possible,Personal device (BYOD),Never,Only after scanning it,Never,Sometimes,Occasionally,Other,Moderate
Never,"Long & random (12+ chars, mixed)",Every 6-12 months,Always,Never,Always,Ignore it,Never,"Yes, recently (within 6 months)","Very seriously, apply what I learn",Company-issued & managed,Never,Never,Never,Always,Never,Finance,Low
Sometimes,Medium (word + numbers),Every 6-12 months,Always,Sometimes,Sometimes,Open it to check,Once,"Yes, recently (within 6 months)",Attend but forget,Personal device (BYOD),Frequently,"Yes, if it looks harmless",Never,Never,Occasionally,IT,Low
Never,"Long & random (12+ chars, mixed)",Every 6-12 months,Sometimes,Never,Always,Report to IT/Security,More than once,"Yes, but over a year ago",Skip when possible,Shared/public device,Never,"Yes, if it looks harmless",Occasionally,Always,Never,Sales & Marketing,Low
Often,Simple (name/birthdate/common word),Never,Never,"Yes, likely",Sometimes,Open it to check,More than once,Never,Skip when possible,Shared/public device,Frequently,Only after scanning it,Never,Never,Never,Sales & Marketing,High
Always,"Long & random (12+ chars, mixed)",Every 6-12 months,Sometimes,Rarely,Never,Ignore it,Never,"Yes, but over a year ago",Skip when possible,Shared/public device,Frequently,Only after scanning it,Frequently,Never,Never,Operations,Moderate
Always,"Long & random (12+ chars, mixed)",Rarely,Always,Rarely,Never,Delete it,Never,"Yes, recently (within 6 months)",Skip when possible,Company-issued & managed,Rarely,Only after scanning it,Never,Sometimes,Occasionally,Sales & Marketing,Moderate
Never,"Long & random (12+ chars, mixed)",Every 1-3 months,Always,Never,Always,Report to IT/Security,Never,"Yes, recently (within 6 months)","Very seriously, apply what I learn",,Rarely,Only after scanning it,Never,Always,,Sales & Marketing,Low
Sometimes,Medium (word + numbers),Every 1-3 months,Always,Never,Always,Report to IT/Security,Never,"Yes, recently (within 6 months)","Very seriously, apply what I learn",Company-issued & managed,Rarely,Never,Never,Sometimes,Occasionally,Operations,Low
Always,Simple (name/birthdate/common word),Every 6-12 months,Never,"Yes, likely",Always,Ignore it,Never,Never,Attend but forget,Shared/public device,Frequently,"Yes, if it looks harmless",Never,Never,Occasionally,Sales & Marketing,High
Always,"Long & random (12+ chars, mixed)",Every 1-3 months,Never,Sometimes,Sometimes,Ignore it,Once,"Yes, but over a year ago",Skip when possible,Shared/public device,Never,"Yes, if it looks harmless",Frequently,Sometimes,Occasionally,Sales & Marketing,High
Always,Simple (name/birthdate/common word),Rarely,Never,Never,Never,Open it to check,Never,"Yes, recently (within 6 months)",Skip when possible,Shared/public device,Frequently,"Yes, if it looks harmless",Never,Sometimes,Occasionally,Operations,Severe
Never,"Long & random (12+ chars, mixed)",Every 1-3 months,Always,Never,Always,Ignore it,More than once,"Yes, but over a year ago","Very seriously, apply what I learn",Personal device (BYOD),Never,Never,Never,Always,Never,Sales & Marketing,Low
Always,"Long & random (12+ chars, mixed)",Never,Never,Sometimes,Never,Ignore it,Once,"Yes, but over a year ago",Skip when possible,,Frequently,"Yes, if it looks harmless",Frequently,Never,Occasionally,Sales & Marketing,Severe
Always,"Long & random (12+ chars, mixed)",Never,Always,Never,Sometimes,Ignore it,More than once,Never,Skip when possible,Shared/public device,Frequently,Never,Frequently,Sometimes,Once,Operations,High
Sometimes,"Long & random (12+ chars, mixed)",Every 1-3 months,Always,Never,Sometimes,Report to IT/Security,Never,"Yes, recently (within 6 months)","Very seriously, apply what I learn",Personal device (BYOD),Never,Never,Never,Always,Once,IT,Low
Often,Simple (name/birthdate/common word),Never,Never,Never,Sometimes,Open it to check,Once,"Yes, but over a year ago",Skip when possible,Shared/public device,Frequently,,Frequently,,Never,Other,Moderate
Always,Simple (name/birthdate/common word),Rarely,Never,Rarely,Never,Report to IT/Security,More than once,"Yes, recently (within 6 months)",Attend but forget,Company-issued & managed,Never,"Yes, if it looks harmless",Occasionally,Never,Occasionally,Other,Moderate
Sometimes,"Long & random (12+ chars, mixed)",Every 1-3 months,Always,Rarely,Always,Ignore it,Never,"Yes, recently (within 6 months)","Very seriously, apply what I learn",Shared/public device,Never,Never,Never,Never,Never,Finance,Low
Never,Medium (word + numbers),Every 1-3 months,Always,Never,Always,Report to IT/Security,Never,Never,"Very seriously, apply what I learn",Company-issued & managed,Never,Never,Never,Always,Never,Sales & Marketing,Low
Often,Simple (name/birthdate/common word),Every 6-12 months,Always,Never,Never,Report to IT/Security,Never,"Yes, recently (within 6 months)",Skip when possible,Personal device (BYOD),Never,Only after scanning it,Occasionally,Always,Once,Finance,Moderate
Sometimes,"Long & random (12+ chars, mixed)",Never,Never,Never,Always,Delete it,Once,Never,"Very seriously, apply what I learn",Company-issued & managed,Rarely,Only after scanning it,Frequently,Never,Once,Sales & Marketing,Moderate
Always,"Long & random (12+ chars, mixed)",Every 6-12 months,Never,Never,Never,Ignore it,More than once,"Yes, recently (within 6 months)","Very seriously, apply what I learn",Company-issued & managed,Frequently,Never,Occasionally,Sometimes,Occasionally,IT,Moderate
Sometimes,Simple (name/birthdate/common word),,Never,Never,Always,Delete it,More than once,,Attend but forget,Shared/public device,Frequently,Never,Never,Always,Once,Operations,Moderate
Often,Simple (name/birthdate/common word),Never,Never,Never,Always,Ignore it,Once,"Yes, recently (within 6 months)","Very seriously, apply what I learn",Personal device (BYOD),Frequently,"Yes, if it looks harmless",Frequently,Never,Never,Sales & Marketing,Moderate
Always,"Long & random (12+ chars, mixed)",Every 6-12 months,Always,Rarely,Sometimes,Report to IT/Security,More than once,"Yes, but over a year ago",Attend but forget,Personal device (BYOD),Never,Only after scanning it,Occasionally,Sometimes,Once,Sales & Marketing,Moderate
Often,Medium (word + numbers),Every 1-3 months,Sometimes,Sometimes,Sometimes,Open it to check,Once,Never,Skip when possible,Company-issued & managed,Never,Never,Frequently,Never,Once,HR,High
Never,Simple (name/birthdate/common word),Rarely,Sometimes,"Yes, likely",Always,Delete it,More than once,"Yes, recently (within 6 months)",Skip when possible,Personal device (BYOD),Rarely,Never,Frequently,Always,Once,IT,Low
Never,Medium (word + numbers),Every 1-3 months,Sometimes,Rarely,Sometimes,Delete it,More than once,"Yes, but over a year ago","Very seriously, apply what I learn",Company-issued & managed,Never,Only after scanning it,Never,Never,Once,Sales & Marketing,Low
Never,"Long & random (12+ chars, mixed)",Every 1-3 months,Never,Never,Sometimes,Delete it,More than once,,"Very seriously, apply what I learn",Shared/public device,Frequently,,Frequently,Never,Never,HR,Moderate
Never,"Long & random (12+ chars, mixed)",Every 1-3 months,Always,Never,Always,Report to IT/Security,Never,"Yes, recently (within 6 months)","Very seriously, apply what I learn",Shared/public device,Never,Never,Never,Always,Once,Sales & Marketing,Low
Never,Medium (word + numbers),Every 6-12 months,Never,Sometimes,Never,Delete it,Never,"Yes, but over a year ago","Very seriously, apply what I learn",Personal device (BYOD),Frequently,"Yes, if it looks harmless",Occasionally,Always,Once,Other,Moderate
Never,Simple (name/birthdate/common word),Every 1-3 months,Never,Rarely,Sometimes,Report to IT/Security,More than once,"Yes, recently (within 6 months)",Attend but forget,Shared/public device,Rarely,Never,Occasionally,Always,Once,Finance,Low
Always,Simple (name/birthdate/common word),Rarely,Sometimes,Sometimes,Sometimes,Report to IT/Security,More than once,"Yes, recently (within 6 months)",Skip when possible,Shared/public device,Rarely,Only after scanning it,Frequently,Never,Never,Sales & Marketing,Moderate
Always,Medium (word + numbers),Never,Sometimes,"Yes, likely",Always,Open it to check,More than once,Never,Skip when possible,Personal device (BYOD),Rarely,"Yes, if it looks harmless",Occasionally,Sometimes,Occasionally,IT,Moderate
Never,Medium (word + numbers),Every 1-3 months,Always,Never,Always,Report to IT/Security,Never,"Yes, recently (within 6 months)","Very seriously, apply what I learn",Company-issued & managed,Never,Never,Never,Sometimes,Once,Operations,Low
Never,"Long & random (12+ chars, mixed)",Every 1-3 months,Sometimes,Never,Always,Report to IT/Security,Never,"Yes, recently (within 6 months)","Very seriously, apply what I learn",Company-issued & managed,Never,Never,,Always,Never,HR,Low
Often,,Every 6-12 months,Always,Never,Sometimes,Ignore it,More than once,"Yes, recently (within 6 months)",Skip when possible,Personal device (BYOD),Never,Never,Frequently,Never,Occasionally,HR,Moderate
Never,Simple (name/birthdate/common word),Every 1-3 months,Always,"Yes, likely",Sometimes,Report to IT/Security,Once,"Yes, but over a year ago",Attend but forget,Personal device (BYOD),Never,"Yes, if it looks harmless",Never,Always,Occasionally,HR,Low
Never,"Long & random (12+ chars, mixed)",Every 6-12 months,Never,Sometimes,Always,Report to IT/Security,More than once,"Yes, but over a year ago","Very seriously, apply what I learn",Personal device (BYOD),Rarely,Never,Frequently,Always,Never,HR,Low
